Step,Value
45441,0.3691
45491,0.3673
45541,0.364
45591,0.3668
45641,0.37
45691,0.3699
45741,0.368
45791,0.368
45841,0.3669
45891,0.367
45941,0.3658
45991,0.3646
46041,0.3636
46091,0.3637
46141,0.363
46191,0.3619
46241,0.3627
46291,0.3627
46341,0.3628
46391,0.3622
46441,0.3607
46491,0.3613
46541,0.3614
46591,0.3605
46641,0.3629
46691,0.3632
46741,0.364
46791,0.3635
46841,0.363
46891,0.3624
46941,0.3624
46991,0.3628
47041,0.3627
47091,0.3622
47141,0.3618
47191,0.3628
47241,0.3623
47291,0.363
47341,0.3619
47391,0.3621
47441,0.3618
47491,0.361
47541,0.3599
47591,0.3599
47641,0.3591
47691,0.3578
47741,0.3577
47791,0.3582
47841,0.3575
47891,0.3569
47941,0.357
47991,0.358
48041,0.3595
48091,0.3594
48141,0.3595
48191,0.3592
48241,0.3604
48291,0.3618
48341,0.3618
48391,0.3617
48441,0.3611
48491,0.3604
48541,0.3599
48591,0.3602
48641,0.3607
48691,0.3601
48741,0.3605
48791,0.3602
48841,0.3605
48891,0.3601
48941,0.3602
48991,0.3601
49041,0.3607
49091,0.3611
49101,0.2311
49151,0.3369
49201,0.3764
49251,0.3555
49301,0.3597
49351,0.3551
49401,0.3472
49451,0.3614
49501,0.3636
49551,0.3589
49601,0.3545
49651,0.3546
49701,0.3511
49751,0.3539
49801,0.356
49851,0.3607
49901,0.3627
49951,0.3606
50001,0.3662
50051,0.3641
50101,0.3658
50151,0.3625
50201,0.361
50251,0.3581
50301,0.3572
50351,0.3574
50401,0.3564
50451,0.3554
50501,0.359
50551,0.3566
50601,0.3564
50651,0.3568
50701,0.3563
50751,0.3565
50801,0.3582
50851,0.36
50901,0.364
50951,0.3652
51001,0.3639
51051,0.3629
51101,0.3627
51151,0.3622
51201,0.3618
51251,0.3617
51301,0.3606
51351,0.3607
51401,0.3592
51451,0.3591
51501,0.3583
51551,0.3598
51601,0.3607
51651,0.3621
51701,0.3607
51751,0.3614
51801,0.36
51851,0.3593
51901,0.3595
51951,0.3582
52001,0.3578
52051,0.3587
52101,0.358
52151,0.3599
52201,0.3592
52251,0.3602
52301,0.3605
52351,0.3606
52401,0.3594
52451,0.3603
52501,0.3595
52551,0.3593
52601,0.3585
52651,0.3587
52701,0.3595
52751,0.3591
52801,0.3591
52851,0.3591
52901,0.3586
52951,0.36
53001,0.3611
53051,0.3607
53101,0.3605
53151,0.3606
53201,0.3601
53251,0.3593
53301,0.3589
53351,0.3585
53401,0.3587
53451,0.3586
53501,0.3583
53551,0.3575
53601,0.3578
53651,0.3575
53701,0.3579
53751,0.3576
53801,0.3576
53851,0.3573
53901,0.3567
53951,0.3566
54001,0.3559
54011,0.2138
54061,0.3931
54111,0.3479
54161,0.3476
54211,0.3364
54261,0.326
54311,0.3305
54361,0.3352
54411,0.3385
54461,0.3367
54511,0.3305
54561,0.3319
54611,0.3388
54661,0.3437
54711,0.3471
54761,0.3467
54811,0.347
54861,0.3445
54911,0.3421
54961,0.3428
55011,0.3443
55061,0.3419
55111,0.3409
55161,0.3432
55211,0.3451
55261,0.3451
55311,0.3432
55361,0.3428
