Step,Value
75936,0.1099
75986,0.1097
76036,0.1114
76086,0.1133
76136,0.1147
76186,0.1146
76236,0.115
76286,0.1144
76336,0.1151
76386,0.1146
76436,0.1153
76486,0.1153
76536,0.1147
76586,0.1158
76636,0.116
76686,0.1162
76736,0.1164
76786,0.1159
76836,0.1158
76886,0.1155
76936,0.1158
76986,0.1162
77036,0.1162
77086,0.1162
77136,0.116
77186,0.1164
77236,0.1166
77286,0.1171
77336,0.1169
77386,0.1163
77436,0.1163
77486,0.1161
77536,0.1165
77586,0.1162
77636,0.116
77686,0.116
77736,0.1162
77786,0.119
77836,0.1192
77886,0.1196
77936,0.1195
77986,0.119
78036,0.1191
78086,0.1189
78136,0.1188
78186,0.121
78236,0.121
78286,0.1208
78336,0.1208
78386,0.1207
78436,0.1207
78486,0.1205
78536,0.1205
78586,0.1204
78636,0.1201
78686,0.1203
78736,0.1203
78786,0.1203
78836,0.1202
78886,0.1201
78936,0.1201
78986,0.12
79036,0.1199
79086,0.1201
79136,0.1207
79186,0.1207
79236,0.1208
79286,0.1213
79336,0.1213
79386,0.1211
79436,0.1209
79486,0.121
79536,0.121
79586,0.121
79636,0.1211
79686,0.121
79736,0.1208
79786,0.1207
79836,0.1209
79886,0.1207
79936,0.1205
79986,0.1205
80036,0.1205
80086,0.1204
80136,0.1204
80186,0.1206
80236,0.1205
80286,0.1207
80336,0.1206
80386,0.1205
80436,0.1204
80486,0.1202
80536,0.1202
80586,0.1202
80625,0.1152
80675,0.1142
80725,0.1172
80775,0.1126
80825,0.1188
80875,0.1163
80925,0.1158
80975,0.1151
81025,0.113
81075,0.1116
81125,0.1107
81175,0.1104
81225,0.1097
81275,0.1117
81325,0.1122
81375,0.1116
81425,0.1118
81475,0.1135
81525,0.114
81575,0.1144
81625,0.1149
81675,0.1148
81725,0.1144
81775,0.1157
81825,0.1158
81875,0.1156
81925,0.1155
81975,0.1154
82025,0.1151
82075,0.1152
82125,0.1149
82175,0.1151
82225,0.1145
82275,0.1146
82325,0.1149
82375,0.1149
82425,0.1183
82475,0.1201
82525,0.1202
82575,0.1204
82625,0.121
82675,0.121
82725,0.1208
82775,0.1211
82825,0.1208
82875,0.1208
82925,0.1207
82975,0.1205
83025,0.1202
83075,0.1204
83125,0.1208
83175,0.1207
83225,0.1206
83275,0.121
83325,0.1212
83375,0.1213
83425,0.1212
83475,0.1211
83525,0.1208
83575,0.1206
83625,0.1209
83675,0.1206
83725,0.1206
83775,0.1203
83825,0.1202
83875,0.1203
83925,0.1201
83975,0.1203
84025,0.1203
84075,0.1204
84125,0.1202
84175,0.1201
84225,0.1199
84275,0.1197
84325,0.1198
84375,0.1197
84425,0.1196
84475,0.1198
84525,0.1197
84575,0.1197
84625,0.1196
84675,0.1196
84725,0.1195
84775,0.1192
84825,0.1195
84875,0.1194
84925,0.1197
84975,0.1193
85025,0.1192
85075,0.1191
85125,0.119
85175,0.119
85225,0.119
85275,0.119
85325,0.1188
85375,0.1186
85425,0.1184
85475,0.1187
85525,0.1188
85575,0.1186
85625,0.1185
85664,0.0927
85714,0.1152
85764,0.1195
85814,0.1243
85864,0.1204
85914,0.1191
85964,0.1206
86014,0.1211
86064,0.1221
86114,0.12
86164,0.1201
86214,0.1212
86264,0.1213
86314,0.1201
86364,0.1188
86414,0.1183
86464,0.1173
86514,0.1167
86564,0.1159
86614,0.1153
86664,0.1148
86714,0.1153
86764,0.1159
86814,0.117
86864,0.1164
86914,0.1168
86964,0.1166
87014,0.1165
87064,0.1172
87114,0.117
87164,0.1166
87214,0.1169
87264,0.1167
87314,0.1167
87364,0.1194
87414,0.1198
87464,0.1202
87514,0.1198
87564,0.1199
87614,0.1199
87664,0.1196
87714,0.1199
87764,0.1199
87814,0.1197
87864,0.1195
87914,0.1193
87964,0.1195
88014,0.1192
88064,0.1191
88114,0.1188
88164,0.1187
